trade_id,user_id,entry_time,entry_price,qty,unmanaged_max_drawdown_pct,unmanaged_pnl,sl_2_triggered,sl_2_pnl,sl_2_exit_time,sl_2_saved_capital,sl_5_triggered,sl_5_pnl,sl_5_exit_time,sl_5_saved_capital,sl_10_triggered,sl_10_pnl,sl_10_exit_time,sl_10_saved_capital
TRD_800386,USR_RET_015,2026-09-09 23:35:00,6959107.2633,0.0186,-3.29,-3118.56,True,-3417.86,2026-09-10 17:30:00,-299.3,False,-3118.56,,0.0,False,-3118.56,,0.0
TRD_800015,USR_RET_001,2026-09-10 04:17:00,6903175.5893,0.0131,-2.51,-1349.47,True,-2387.86,2026-09-11 17:30:00,-1038.39,False,-1349.47,,0.0,False,-1349.47,,0.0
TRD_800158,USR_RET_006,2026-09-10 04:55:00,6947444.3526,0.0095,-3.13,-1337.22,True,-1742.76,2026-09-10 17:30:00,-405.54,False,-1337.22,,0.0,False,-1337.22,,0.0
TRD_800111,USR_RET_005,2026-09-10 06:48:00,6929979.5613,0.0406,-2.88,-4835.25,True,-7429.26,2026-09-10 17:30:00,-2594.01,False,-4835.25,,0.0,False,-4835.25,,0.0
TRD_800112,USR_RET_005,2026-09-10 10:37:00,6974130.531,0.0145,-3.5,-2439.39,True,-2670.21,2026-09-10 17:30:00,-230.82,False,-2439.39,,0.0,False,-2439.39,,0.0
TRD_800378,USR_RET_014,2026-09-10 12:07:00,6950920.592,0.0188,-3.18,-2605.36,True,-3450.55,2026-09-10 17:30:00,-845.19,False,-2605.36,,0.0,False,-2605.36,,0.0
TRD_800374,USR_RET_014,2026-09-10 12:49:00,7179059.112,0.0149,-6.25,-5504.36,True,-2824.5,2026-09-10 13:30:00,2679.86,True,-6019.12,2026-09-10 17:30:00,-514.76,False,-5504.36,,0.0
TRD_800269,USR_RET_010,2026-09-10 16:20:00,6910188.5884,0.0704,-2.61,-6608.04,True,-12845.48,2026-09-11 04:30:00,-6237.44,False,-6608.04,,0.0,False,-6608.04,,0.0
TRD_800068,USR_RET_003,2026-09-10 16:33:00,6912333.0967,0.0649,-2.64,-6098.84,True,-11845.6,2026-09-11 04:30:00,-5746.76,False,-6098.84,,0.0,False,-6098.84,,0.0
TRD_800235,USR_RET_009,2026-09-10 16:57:00,6908888.6413,0.0754,-2.59,-6824.81,True,-13755.21,2026-09-11 04:30:00,-6930.4,False,-6824.81,,0.0,False,-6824.81,,0.0
TRD_800277,USR_RET_011,2026-09-10 18:20:00,6811421.6522,0.0155,-1.19,91.8,False,91.8,,0.0,False,91.8,,0.0,False,91.8,,0.0
TRD_800086,USR_RET_004,2026-09-10 19:21:00,6835401.8904,0.028,-1.54,-442.58,False,-442.58,,0.0,False,-442.58,,0.0,False,-442.58,,0.0
TRD_800003,USR_RET_001,2026-09-10 20:11:00,6859184.0405,0.0435,-1.88,-1361.6,False,-1361.6,,0.0,False,-1361.6,,0.0,False,-1361.6,,0.0
TRD_800012,USR_RET_001,2026-09-10 21:06:00,6846196.275,0.0498,-1.7,-1265.83,False,-1265.83,,0.0,False,-1265.83,,0.0,False,-1265.83,,0.0
TRD_800099,USR_RET_004,2026-09-10 22:50:00,6857963.2626,0.0534,-1.86,-2790.62,False,-2790.62,,0.0,False,-2790.62,,0.0,False,-2790.62,,0.0
TRD_800024,USR_RET_001,2026-09-11 06:16:00,6814577.9073,0.0194,-1.24,-56.42,False,-56.42,,0.0,False,-56.42,,0.0,False,-56.42,,0.0
TRD_800110,USR_RET_005,2026-09-11 07:19:00,6831726.2725,0.0147,-1.49,-238.67,False,-238.67,,0.0,False,-238.67,,0.0,False,-238.67,,0.0
TRD_800290,USR_RET_011,2026-09-11 10:47:00,6852602.9297,0.0131,-1.79,-484.9,False,-484.9,,0.0,False,-484.9,,0.0,False,-484.9,,0.0
TRD_800335,USR_RET_013,2026-09-11 11:13:00,6847817.115,0.0567,-1.72,-1826.34,False,-1826.34,,0.0,False,-1826.34,,0.0,False,-1826.34,,0.0
TRD_800283,USR_RET_011,2026-09-11 18:07:00,6918350.2703,0.0361,-2.14,-5504.13,True,-6594.74,2026-09-13 14:30:00,-1090.61,False,-5504.13,,0.0,False,-5504.13,,0.0
TRD_800071,USR_RET_003,2026-09-11 21:07:00,6890311.0116,0.0608,-1.74,-5559.54,False,-5559.54,,0.0,False,-5559.54,,0.0,False,-5559.54,,0.0
TRD_800241,USR_RET_009,2026-09-11 21:35:00,7254824.9886,0.0264,-6.68,-11745.52,True,-5057.3,2026-09-11 22:30:00,6688.22,True,-10777.29,2026-09-11 22:30:00,968.23,False,-11745.52,,0.0
TRD_800049,USR_RET_002,2026-09-11 22:36:00,6876854.8698,0.053,-1.55,-3219.81,False,-3219.81,,0.0,False,-3219.81,,0.0,False,-3219.81,,0.0
TRD_800013,USR_RET_001,2026-09-11 23:36:00,6835645.2696,0.0081,-0.96,-149.83,False,-149.83,,0.0,False,-149.83,,0.0,False,-149.83,,0.0
TRD_800377,USR_RET_014,2026-09-12 00:19:00,6823370.5674,0.0153,-0.78,-94.46,False,-94.46,,0.0,False,-94.46,,0.0,False,-94.46,,0.0
TRD_800302,USR_RET_011,2026-09-12 06:14:00,6861825.3552,0.0568,-1.48,-5212.23,False,-5212.23,,0.0,False,-5212.23,,0.0,False,-5212.23,,0.0
TRD_800369,USR_RET_014,2026-09-12 08:15:00,6852983.9772,0.0096,-1.35,-122.84,False,-122.84,,0.0,False,-122.84,,0.0,False,-122.84,,0.0
TRD_800089,USR_RET_004,2026-09-12 08:40:00,6849167.1265,0.0264,-1.3,-245.22,False,-245.22,,0.0,False,-245.22,,0.0,False,-245.22,,0.0
TRD_800263,USR_RET_010,2026-09-12 16:02:00,6856284.3273,0.02,-1.4,220.49,False,220.49,,0.0,False,220.49,,0.0,False,220.49,,0.0
TRD_800308,USR_RET_012,2026-09-12 18:06:00,7156703.304,0.036,-5.54,-11126.02,True,-6803.04,2026-09-12 18:30:00,4322.98,True,-14497.54,2026-09-13 13:30:00,-3371.52,False,-11126.02,,0.0
TRD_800168,USR_RET_006,2026-09-12 21:55:00,6859876.2528,0.0595,-1.45,4984.79,False,4984.79,,0.0,False,4984.79,,0.0,False,4984.79,,0.0
TRD_800196,USR_RET_008,2026-09-12 23:46:00,7040432.8359,0.0089,-3.98,-508.12,True,-1654.54,2026-09-13 00:30:00,-1146.42,False,-508.12,,0.0,False,-508.12,,0.0
TRD_800080,USR_RET_003,2026-09-12 23:53:00,6842476.1244,0.043,-1.2,6091.2,False,6091.2,,0.0,False,6091.2,,0.0,False,6091.2,,0.0
TRD_800130,USR_RET_005,2026-09-13 00:05:00,6837697.859,0.0166,-1.13,2431.12,False,2431.12,,0.0,False,2431.12,,0.0,False,2431.12,,0.0
TRD_800355,USR_RET_014,2026-09-13 01:54:00,6835691.5905,0.0131,-1.1,1798.83,False,1798.83,,0.0,False,1798.83,,0.0,False,1798.83,,0.0
TRD_800209,USR_RET_008,2026-09-13 03:21:00,6852224.4013,0.0463,-1.34,4187.12,False,4187.12,,0.0,False,4187.12,,0.0,False,4187.12,,0.0
TRD_800258,USR_RET_010,2026-09-13 04:21:00,6856235.6908,0.066,-1.4,4535.56,False,4535.56,,0.0,False,4535.56,,0.0,False,4535.56,,0.0
TRD_800029,USR_RET_001,2026-09-13 08:02:00,6850421.7022,0.0277,-1.31,485.88,False,485.88,,0.0,False,485.88,,0.0,False,485.88,,0.0
TRD_800017,USR_RET_001,2026-09-13 09:42:00,6837869.0451,0.0062,-1.13,-3.29,False,-3.29,,0.0,False,-3.29,,0.0,False,-3.29,,0.0
TRD_800405,USR_RET_015,2026-09-13 09:42:00,6844702.131,0.012,-1.23,-88.69,False,-88.69,,0.0,False,-88.69,,0.0,False,-88.69,,0.0
TRD_800278,USR_RET_011,2026-09-13 14:56:00,6818581.1625,0.0064,-0.85,-209.71,False,-209.71,,0.0,False,-209.71,,0.0,False,-209.71,,0.0
TRD_800166,USR_RET_006,2026-09-13 18:13:00,6803745.0371,0.0466,-0.64,-941.69,False,-941.69,,0.0,False,-941.69,,0.0,False,-941.69,,0.0
TRD_800052,USR_RET_002,2026-09-13 20:17:00,6843867.3103,0.053,-2.23,-7969.87,True,-9577.79,2026-09-15 19:30:00,-1607.92,False,-7969.87,,0.0,False,-7969.87,,0.0
TRD_800266,USR_RET_010,2026-09-13 21:31:00,6856719.6298,0.0293,-2.42,-3627.59,True,-5304.83,2026-09-15 19:30:00,-1677.24,False,-3627.59,,0.0,False,-3627.59,,0.0
TRD_800316,USR_RET_012,2026-09-13 22:03:00,6861506.8867,0.0298,-2.48,-3832.72,True,-5399.13,2026-09-15 19:30:00,-1566.41,False,-3832.72,,0.0,False,-3832.72,,0.0
TRD_800152,USR_RET_006,2026-09-13 22:23:00,6856719.6298,0.0147,-2.42,-1819.99,True,-2661.47,2026-09-15 19:30:00,-841.48,False,-1819.99,,0.0,False,-1819.99,,0.0
TRD_800376,USR_RET_014,2026-09-13 22:32:00,6863457.6625,0.0296,-2.51,-2361.33,True,-5364.42,2026-09-15 19:30:00,-3003.09,False,-2361.33,,0.0,False,-2361.33,,0.0
TRD_800002,USR_RET_001,2026-09-13 22:35:00,6865510.7458,0.0127,-2.54,-1039.31,True,-2302.31,2026-09-15 19:30:00,-1263.0,False,-1039.31,,0.0,False,-1039.31,,0.0
TRD_800172,USR_RET_007,2026-09-14 01:31:00,6854882.3034,0.0229,-3.21,-3710.56,True,-4144.99,2026-09-15 19:30:00,-434.43,False,-3710.56,,0.0,False,-3710.56,,0.0
TRD_800025,USR_RET_001,2026-09-14 12:48:00,6904492.7812,0.0318,-3.91,-7211.1,True,-5797.58,2026-09-15 18:30:00,1413.52,False,-7211.1,,0.0,False,-7211.1,,0.0
TRD_800270,USR_RET_011,2026-09-14 15:14:00,6921752.9211,0.0154,-4.15,-3450.52,True,-2814.65,2026-09-15 18:30:00,635.87,False,-3450.52,,0.0,False,-3450.52,,0.0
TRD_800120,USR_RET_005,2026-09-14 16:59:00,6886617.588,0.0366,-3.66,-6077.03,True,-6655.41,2026-09-15 18:30:00,-578.38,False,-6077.03,,0.0,False,-6077.03,,0.0
TRD_800116,USR_RET_005,2026-09-14 22:05:00,7311283.0411,0.0496,-9.25,-31498.98,True,-9575.54,2026-09-14 22:30:00,21923.44,True,-20405.82,2026-09-15 04:30:00,11093.16,False,-31498.98,,0.0
TRD_800028,USR_RET_001,2026-09-14 22:11:00,6989915.6229,0.0673,-5.08,-21025.01,True,-12421.52,2026-09-15 10:30:00,8603.49,True,-26470.73,2026-09-15 23:30:00,-5445.72,False,-21025.01,,0.0
TRD_800084,USR_RET_004,2026-09-14 23:41:00,7033237.5408,0.0155,-5.67,-5703.05,True,-2878.56,2026-09-15 06:30:00,2824.49,True,-6134.31,2026-09-15 23:30:00,-431.26,False,-5703.05,,0.0
TRD_800057,USR_RET_002,2026-09-15 00:49:00,7002488.8326,0.0208,-5.25,-6186.31,True,-3845.95,2026-09-15 10:30:00,2340.36,True,-8195.86,2026-09-15 23:30:00,-2009.55,False,-6186.31,,0.0
TRD_800321,USR_RET_012,2026-09-15 05:18:00,6937736.4222,0.0103,-4.37,-2278.93,True,-1886.87,2026-09-15 13:30:00,392.06,False,-2278.93,,0.0,False,-2278.93,,0.0
TRD_800384,USR_RET_015,2026-09-15 06:17:00,6916771.2742,0.0391,-4.08,-7354.84,True,-7141.15,2026-09-15 18:30:00,213.69,False,-7354.84,,0.0,False,-7354.84,,0.0
TRD_800079,USR_RET_003,2026-09-15 06:53:00,6900557.6214,0.0158,-3.85,-2670.87,True,-2878.92,2026-09-15 18:30:00,-208.05,False,-2670.87,,0.0,False,-2670.87,,0.0
TRD_800150,USR_RET_006,2026-09-15 11:37:00,6843976.8738,0.0487,-3.06,-5020.89,True,-8800.86,2026-09-15 19:30:00,-3779.97,False,-5020.89,,0.0,False,-5020.89,,0.0
TRD_800040,USR_RET_002,2026-09-15 13:19:00,6826688.3109,0.0111,-2.81,-966.15,True,-2000.88,2026-09-15 23:30:00,-1034.73,False,-966.15,,0.0,False,-966.15,,0.0
TRD_800226,USR_RET_009,2026-09-15 13:50:00,6824722.6363,0.0767,-2.78,-5765.29,True,-13821.91,2026-09-15 23:30:00,-8056.62,False,-5765.29,,0.0,False,-5765.29,,0.0
TRD_800026,USR_RET_001,2026-09-15 14:00:00,6821996.836,0.0118,-2.75,-854.67,True,-2125.6,2026-09-15 23:30:00,-1270.93,False,-854.67,,0.0,False,-854.67,,0.0
TRD_800388,USR_RET_015,2026-09-15 15:45:00,6828126.3397,0.0203,-2.83,-1905.38,True,-3660.04,2026-09-15 19:30:00,-1754.66,False,-1905.38,,0.0,False,-1905.38,,0.0
TRD_800284,USR_RET_011,2026-09-15 15:56:00,6840401.01,0.0288,-3.01,-3058.12,True,-5201.9,2026-09-15 19:30:00,-2143.78,False,-3058.12,,0.0,False,-3058.12,,0.0
TRD_800255,USR_RET_010,2026-09-15 19:13:00,6799069.2001,0.009,-2.42,-349.56,True,-1615.77,2026-09-15 23:30:00,-1266.21,False,-349.56,,0.0,False,-349.56,,0.0
TRD_800274,USR_RET_011,2026-09-16 00:57:00,6747223.2324,0.025,-1.54,108.94,False,108.94,,0.0,False,108.94,,0.0,False,108.94,,0.0
TRD_800054,USR_RET_002,2026-09-16 02:51:00,6699702.0219,0.0265,-0.84,962.0,False,962.0,,0.0,False,962.0,,0.0,False,962.0,,0.0
TRD_800035,USR_RET_001,2026-09-16 04:51:00,6706586.6457,0.0191,-0.94,563.3,False,563.3,,0.0,False,563.3,,0.0,False,563.3,,0.0
TRD_800005,USR_RET_001,2026-09-16 17:54:00,6746698.1999,0.0087,-1.53,1158.23,False,1158.23,,0.0,False,1158.23,,0.0,False,1158.23,,0.0
TRD_800220,USR_RET_009,2026-09-16 22:22:00,6728266.5912,0.081,-1.26,32380.3,False,32380.3,,0.0,False,32380.3,,0.0,False,32380.3,,0.0
TRD_800285,USR_RET_011,2026-09-17 03:17:00,7063431.738,0.017,-5.24,1664.22,True,-3170.68,2026-09-17 03:30:00,-4834.9,True,-6756.84,2026-09-17 03:30:00,-8421.06,False,1664.22,,0.0
TRD_800109,USR_RET_005,2026-09-17 09:34:00,6782579.0901,0.0059,-0.83,2129.4,False,2129.4,,0.0,False,2129.4,,0.0,False,2129.4,,0.0
TRD_800394,USR_RET_015,2026-09-17 10:42:00,6763655.0381,0.0069,-0.56,2631.19,False,2631.19,,0.0,False,2631.19,,0.0,False,2631.19,,0.0
TRD_800407,USR_RET_015,2026-09-17 16:58:00,7021127.9061,0.0253,-4.2,3695.58,True,-4690.46,2026-09-17 17:30:00,-8386.04,False,3695.58,,0.0,False,3695.58,,0.0
TRD_800408,USR_RET_015,2026-09-17 17:17:00,6776102.5227,0.0178,-0.74,6978.95,False,6978.95,,0.0,False,6978.95,,0.0,False,6978.95,,0.0
TRD_800018,USR_RET_001,2026-09-17 17:45:00,6802733.235,0.0053,-1.13,1949.13,False,1949.13,,0.0,False,1949.13,,0.0,False,1949.13,,0.0
TRD_800215,USR_RET_008,2026-09-17 18:15:00,6806128.8291,0.0726,-1.18,26451.93,False,26451.93,,0.0,False,26451.93,,0.0,False,26451.93,,0.0
TRD_800106,USR_RET_004,2026-09-17 22:40:00,6806139.4374,0.0083,-0.84,3122.47,False,3122.47,,0.0,False,3122.47,,0.0,False,3122.47,,0.0
TRD_800392,USR_RET_015,2026-09-18 01:34:00,6797565.0677,0.0596,-0.71,21306.49,False,21306.49,,0.0,False,21306.49,,0.0,False,21306.49,,0.0
TRD_800147,USR_RET_006,2026-09-18 02:59:00,6778357.1713,0.0206,-0.43,7661.46,False,7661.46,,0.0,False,7661.46,,0.0,False,7661.46,,0.0
TRD_800310,USR_RET_012,2026-09-18 07:02:00,7052651.7286,0.0114,-3.82,1097.93,True,-2122.98,2026-09-18 07:30:00,-3220.91,False,1097.93,,0.0,False,1097.93,,0.0
TRD_800135,USR_RET_005,2026-09-18 07:14:00,6811541.2352,0.0571,-0.42,19321.77,False,19321.77,,0.0,False,19321.77,,0.0,False,19321.77,,0.0
TRD_800022,USR_RET_001,2026-09-18 09:22:00,6856655.2195,0.0763,-0.34,18232.86,False,18232.86,,0.0,False,18232.86,,0.0,False,18232.86,,0.0
TRD_800307,USR_RET_012,2026-09-18 11:55:00,7157781.6588,0.0081,-4.1,-640.12,True,-1530.92,2026-09-18 12:30:00,-890.8,False,-640.12,,0.0,False,-640.12,,0.0
TRD_800030,USR_RET_001,2026-09-18 13:08:00,6889943.4717,0.0654,-0.25,12430.86,False,12430.86,,0.0,False,12430.86,,0.0,False,12430.86,,0.0
TRD_800178,USR_RET_007,2026-09-18 13:45:00,6936090.4859,0.01,-0.53,1396.04,False,1396.04,,0.0,False,1396.04,,0.0,False,1396.04,,0.0
TRD_800373,USR_RET_014,2026-09-18 22:16:00,7176401.2995,0.01,-1.19,-917.71,False,-917.71,,0.0,False,-917.71,,0.0,False,-917.71,,0.0
TRD_800047,USR_RET_002,2026-09-18 22:50:00,7183804.8448,0.0408,-1.29,-4047.52,False,-4047.52,,0.0,False,-4047.52,,0.0,False,-4047.52,,0.0
TRD_800288,USR_RET_011,2026-09-18 22:52:00,7179502.736,0.009,-1.23,-853.96,False,-853.96,,0.0,False,-853.96,,0.0,False,-853.96,,0.0
TRD_800402,USR_RET_015,2026-09-19 00:58:00,7197401.1919,0.0146,-1.48,-1647.68,False,-1647.68,,0.0,False,-1647.68,,0.0,False,-1647.68,,0.0
TRD_800238,USR_RET_009,2026-09-19 03:23:00,7194613.4065,0.0632,-1.44,-6955.52,False,-6955.52,,0.0,False,-6955.52,,0.0,False,-6955.52,,0.0
TRD_800385,USR_RET_015,2026-09-19 06:11:00,7252278.9261,0.0145,-2.22,-2435.3,True,-2776.71,2026-09-20 07:30:00,-341.41,False,-2435.3,,0.0,False,-2435.3,,0.0
TRD_800134,USR_RET_005,2026-09-19 08:49:00,7191307.6903,0.017,-1.39,-1814.52,False,-1814.52,,0.0,False,-1814.52,,0.0,False,-1814.52,,0.0
TRD_800230,USR_RET_009,2026-09-19 09:50:00,7178511.6864,0.0495,-1.22,-4647.53,False,-4647.53,,0.0,False,-4647.53,,0.0,False,-4647.53,,0.0
TRD_800011,USR_RET_001,2026-09-19 11:33:00,7189601.0216,0.0066,-1.37,-693.15,False,-693.15,,0.0,False,-693.15,,0.0,False,-693.15,,0.0
TRD_800410,USR_RET_015,2026-09-19 13:57:00,7214822.7785,0.0257,-1.71,-3349.89,False,-3349.89,,0.0,False,-3349.89,,0.0,False,-3349.89,,0.0
TRD_800383,USR_RET_015,2026-09-19 22:16:00,7247864.8214,0.0284,-2.16,-4643.97,True,-5435.21,2026-09-20 08:30:00,-791.24,False,-4643.97,,0.0,False,-4643.97,,0.0
TRD_800094,USR_RET_004,2026-09-20 04:42:00,7207881.6129,0.046,-1.62,-5675.34,False,-5675.34,,0.0,False,-5675.34,,0.0,False,-5675.34,,0.0
TRD_800338,USR_RET_013,2026-09-20 07:22:00,7187937.8732,0.088,-1.35,-9095.1,False,-9095.1,,0.0,False,-9095.1,,0.0,False,-9095.1,,0.0
