order_id,user_id,asset_id,side,order_type,stop_price,target_price,requested_qty,status,created_at
ORD_500365,USR_RET_014,BTC,SELL,MARKET,,,0.0176,FILLED,2026-08-29 01:39:00.000000
ORD_500729,USR_SYS_007,BTC,BUY,LIMIT,6508022.1105,7535604.549,0.0435,FILLED,2026-08-29 01:45:00.000000
ORD_501878,USR_HFT_003,BTC,BUY,LIMIT,,,0.0053,FILLED,2026-08-29 01:51:18.000000
ORD_502100,USR_HFT_004,BTC,SELL,LIMIT,,,0.0053,FILLED,2026-08-29 01:54:25.000000
ORD_500197,USR_RET_008,BTC,BUY,MARKET,,,0.0128,FILLED,2026-08-29 02:03:00.000000
ORD_500803,USR_SYS_009,BTC,BUY,LIMIT,6504378.3,7531385.4,0.0597,FILLED,2026-08-29 02:45:00.000000
ORD_501874,USR_HFT_003,BTC,BUY,LIMIT,,,0.0144,FILLED,2026-08-29 03:11:14.000000
ORD_502457,USR_HFT_005,BTC,BUY,LIMIT,,,0.0091,FILLED,2026-08-29 03:11:48.000000
ORD_501989,USR_HFT_004,BTC,BUY,LIMIT,,,0.0109,FILLED,2026-08-29 03:12:26.000000
ORD_500454,USR_SYS_001,BTC,SELL,MARKET,,,0.0547,FILLED,2026-08-29 03:30:00.000000
ORD_501796,USR_HFT_003,BTC,BUY,LIMIT,,,0.0103,FILLED,2026-08-29 03:32:41.000000
ORD_500185,USR_RET_007,BTC,SELL,MARKET,,,0.0274,FILLED,2026-08-29 03:39:00.000000
ORD_500797,USR_SYS_009,BTC,BUY,LIMIT,6537561.8618,7569808.4715,0.0421,FILLED,2026-08-29 03:45:00.000000
ORD_500451,USR_SYS_001,BTC,BUY,LIMIT,6537561.8618,7569808.4715,0.0276,FILLED,2026-08-29 03:45:00.000000
ORD_500514,USR_SYS_003,BTC,SELL,MARKET,,,0.0301,FILLED,2026-08-29 04:30:00.000000
ORD_501636,USR_HFT_003,BTC,BUY,LIMIT,,,0.0079,FILLED,2026-08-29 04:43:51.000000
ORD_500951,USR_HFT_001,BTC,BUY,LIMIT,,,0.0087,FILLED,2026-08-29 04:57:38.000000
ORD_500206,USR_RET_008,BTC,SELL,MARKET,,,0.0267,FILLED,2026-08-29 04:58:00.000000
ORD_502425,USR_HFT_005,BTC,BUY,LIMIT,,,0.0127,FILLED,2026-08-29 04:58:15.000000
ORD_501990,USR_HFT_004,BTC,SELL,LIMIT,,,0.0042,FILLED,2026-08-29 05:04:28.000000
ORD_500260,USR_RET_010,BTC,BUY,MARKET,,,0.0113,FILLED,2026-08-29 05:11:00.000000
ORD_502353,USR_HFT_005,BTC,BUY,LIMIT,,,0.0139,FILLED,2026-08-29 05:12:23.000000
ORD_501858,USR_HFT_003,BTC,SELL,LIMIT,,,0.0056,FILLED,2026-08-29 05:34:04.000000
ORD_500437,USR_SYS_001,BTC,BUY,LIMIT,6535454.9422,7567368.8805,0.0272,FILLED,2026-08-29 05:45:00.000000
ORD_500767,USR_SYS_008,BTC,BUY,LIMIT,6535454.9422,7567368.8805,0.0363,FILLED,2026-08-29 05:45:00.000000
ORD_501448,USR_HFT_002,BTC,SELL,LIMIT,,,0.0121,FILLED,2026-08-29 05:53:02.000000
ORD_502581,USR_HFT_005,BTC,BUY,LIMIT,,,0.0065,FILLED,2026-08-29 06:01:37.000000
ORD_501549,USR_HFT_003,BTC,SELL,LIMIT,,,0.0028,FILLED,2026-08-29 06:04:37.000000
ORD_502458,USR_HFT_005,BTC,SELL,LIMIT,,,0.0113,FILLED,2026-08-29 06:09:20.000000
ORD_501255,USR_HFT_002,BTC,BUY,LIMIT,,,0.0101,FILLED,2026-08-29 06:14:22.000000
ORD_500978,USR_HFT_001,BTC,SELL,LIMIT,,,0.0143,FILLED,2026-08-29 06:46:47.000000
ORD_501600,USR_HFT_003,BTC,SELL,LIMIT,,,0.0042,FILLED,2026-08-29 07:10:23.000000
ORD_501223,USR_HFT_002,BTC,SELL,LIMIT,,,0.0045,FILLED,2026-08-29 07:10:50.000000
ORD_501452,USR_HFT_002,BTC,BUY,LIMIT,,,0.0135,FILLED,2026-08-29 07:15:49.000000
ORD_500349,USR_RET_013,BTC,SELL,MARKET,,,0.0177,FILLED,2026-08-29 07:17:00.000000
ORD_502598,USR_HFT_005,BTC,BUY,LIMIT,,,0.0067,FILLED,2026-08-29 07:40:16.000000
ORD_501910,USR_HFT_004,BTC,BUY,LIMIT,,,0.0024,FILLED,2026-08-29 07:51:48.000000
ORD_500865,USR_SYS_010,BTC,BUY,LIMIT,6516415.3177,7545322.9995,0.0421,FILLED,2026-08-29 08:45:00.000000
ORD_500246,USR_RET_010,BTC,BUY,MARKET,,,0.0277,FILLED,2026-08-29 09:42:00.000000
ORD_502089,USR_HFT_004,BTC,SELL,LIMIT,,,0.0058,FILLED,2026-08-29 09:54:24.000000
ORD_502358,USR_HFT_005,BTC,SELL,LIMIT,,,0.0127,FILLED,2026-08-29 10:06:42.000000
ORD_501035,USR_HFT_001,BTC,SELL,LIMIT,,,0.0043,FILLED,2026-08-29 10:28:29.000000
ORD_502405,USR_HFT_005,BTC,SELL,LIMIT,,,0.0088,FILLED,2026-08-29 10:36:11.000000
ORD_501670,USR_HFT_003,BTC,SELL,LIMIT,,,0.0086,FILLED,2026-08-29 10:45:53.000000
ORD_501054,USR_HFT_001,BTC,SELL,LIMIT,,,0.0149,FILLED,2026-08-29 10:53:57.000000
ORD_501959,USR_HFT_004,BTC,SELL,LIMIT,,,0.0072,FILLED,2026-08-29 11:08:22.000000
ORD_501695,USR_HFT_003,BTC,BUY,LIMIT,,,0.0048,FILLED,2026-08-29 11:26:27.000000
ORD_500430,USR_SYS_001,BTC,SELL,MARKET,,,0.0291,FILLED,2026-08-29 11:30:00.000000
ORD_501656,USR_HFT_003,BTC,SELL,LIMIT,,,0.0131,FILLED,2026-08-29 11:58:09.000000
ORD_500742,USR_SYS_007,BTC,SELL,MARKET,,,0.0464,FILLED,2026-08-29 12:30:00.000000
ORD_500507,USR_SYS_003,BTC,BUY,LIMIT,6526406.7907,7556892.0735,0.0241,FILLED,2026-08-29 12:45:00.000000
ORD_500905,USR_HFT_001,BTC,BUY,LIMIT,,,0.0106,FILLED,2026-08-29 12:48:49.000000
ORD_502528,USR_HFT_005,BTC,SELL,LIMIT,,,0.0143,FILLED,2026-08-29 12:55:27.000000
ORD_501491,USR_HFT_002,BTC,BUY,LIMIT,,,0.0071,FILLED,2026-08-29 13:02:04.000000
ORD_502252,USR_HFT_005,BTC,SELL,LIMIT,,,0.007,FILLED,2026-08-29 13:26:13.000000
ORD_502611,USR_HFT_005,BTC,SELL,LIMIT,,,0.0049,FILLED,2026-08-29 13:59:35.000000
ORD_501332,USR_HFT_002,BTC,SELL,LIMIT,,,0.0061,FILLED,2026-08-29 14:10:24.000000
ORD_501378,USR_HFT_002,BTC,BUY,LIMIT,,,0.0133,FILLED,2026-08-29 14:30:53.000000
ORD_502000,USR_HFT_004,BTC,SELL,LIMIT,,,0.0058,FILLED,2026-08-29 16:00:56.000000
ORD_502401,USR_HFT_005,BTC,SELL,LIMIT,,,0.0052,FILLED,2026-08-29 16:48:21.000000
ORD_501016,USR_HFT_001,BTC,SELL,LIMIT,,,0.0043,FILLED,2026-08-29 17:04:43.000000
ORD_502265,USR_HFT_005,BTC,SELL,LIMIT,,,0.0119,FILLED,2026-08-29 17:11:28.000000
ORD_500884,USR_SYS_010,BTC,SELL,MARKET,,,0.0246,FILLED,2026-08-29 17:30:00.000000
ORD_500413,USR_SYS_001,BTC,BUY,LIMIT,6522852.9405,7552777.089,0.044,FILLED,2026-08-29 17:45:00.000000
ORD_502293,USR_HFT_005,BTC,BUY,LIMIT,,,0.0143,FILLED,2026-08-29 18:35:35.000000
ORD_501577,USR_HFT_003,BTC,SELL,LIMIT,,,0.0031,FILLED,2026-08-29 18:36:40.000000
ORD_502546,USR_HFT_005,BTC,BUY,LIMIT,,,0.0083,FILLED,2026-08-29 18:54:29.000000
ORD_501911,USR_HFT_004,BTC,BUY,LIMIT,,,0.0136,FILLED,2026-08-29 18:58:51.000000
ORD_500523,USR_SYS_003,BTC,BUY,LIMIT,6559058.1578,7594698.9195,0.0355,FILLED,2026-08-29 19:45:00.000000
ORD_500669,USR_SYS_006,BTC,BUY,LIMIT,6559058.1578,7594698.9195,0.0381,FILLED,2026-08-29 19:45:00.000000
ORD_502435,USR_HFT_005,BTC,SELL,LIMIT,,,0.0047,FILLED,2026-08-29 20:10:03.000000
ORD_500880,USR_SYS_010,BTC,SELL,MARKET,,,0.0386,FILLED,2026-08-29 20:30:00.000000
ORD_501751,USR_HFT_003,BTC,SELL,LIMIT,,,0.0107,FILLED,2026-08-29 21:08:37.000000
ORD_500738,USR_SYS_007,BTC,SELL,MARKET,,,0.0275,FILLED,2026-08-29 21:30:00.000000
ORD_500360,USR_RET_014,BTC,SELL,MARKET,,,0.0112,FILLED,2026-08-29 21:53:00.000000
ORD_500348,USR_RET_013,BTC,SELL,MARKET,,,0.0089,FILLED,2026-08-29 21:55:00.000000
ORD_501311,USR_HFT_002,BTC,SELL,LIMIT,,,0.0079,FILLED,2026-08-29 22:00:36.000000
ORD_500289,USR_RET_011,BTC,BUY,MARKET,,,0.0234,FILLED,2026-08-29 22:13:00.000000
ORD_501743,USR_HFT_003,BTC,BUY,LIMIT,,,0.0116,FILLED,2026-08-29 22:14:31.000000
ORD_502327,USR_HFT_005,BTC,SELL,LIMIT,,,0.0148,FILLED,2026-08-29 22:35:54.000000
ORD_501061,USR_HFT_001,BTC,BUY,LIMIT,,,0.0039,FILLED,2026-08-29 22:57:53.000000
ORD_502295,USR_HFT_005,BTC,SELL,LIMIT,,,0.0033,FILLED,2026-08-29 23:00:00.000000
ORD_501259,USR_HFT_002,BTC,SELL,LIMIT,,,0.0075,FILLED,2026-08-30 00:21:04.000000
ORD_500608,USR_SYS_005,BTC,SELL,MARKET,,,0.0331,FILLED,2026-08-30 00:30:00.000000
ORD_501254,USR_HFT_002,BTC,SELL,LIMIT,,,0.0036,FILLED,2026-08-30 01:14:48.000000
ORD_501300,USR_HFT_002,BTC,BUY,LIMIT,,,0.0049,FILLED,2026-08-30 01:16:35.000000
ORD_501306,USR_HFT_002,BTC,SELL,LIMIT,,,0.0074,FILLED,2026-08-30 01:23:17.000000
ORD_500584,USR_SYS_004,BTC,SELL,MARKET,,,0.0465,FILLED,2026-08-30 01:30:00.000000
ORD_502607,USR_HFT_005,BTC,SELL,LIMIT,,,0.0072,FILLED,2026-08-30 01:31:45.000000
ORD_500204,USR_RET_008,BTC,BUY,MARKET,,,0.0195,FILLED,2026-08-30 01:47:00.000000
ORD_501358,USR_HFT_002,BTC,BUY,LIMIT,,,0.0078,FILLED,2026-08-30 02:08:40.000000
ORD_501470,USR_HFT_002,BTC,SELL,LIMIT,,,0.0067,FILLED,2026-08-30 02:17:00.000000
ORD_500835,USR_SYS_009,BTC,BUY,LIMIT,6571439.0422,7609034.6805,0.0491,FILLED,2026-08-30 02:45:00.000000
ORD_500757,USR_SYS_008,BTC,BUY,LIMIT,6571439.0422,7609034.6805,0.0442,FILLED,2026-08-30 02:45:00.000000
ORD_501868,USR_HFT_003,BTC,BUY,LIMIT,,,0.0077,FILLED,2026-08-30 03:00:08.000000
ORD_501446,USR_HFT_002,BTC,BUY,LIMIT,,,0.0057,FILLED,2026-08-30 03:07:16.000000
ORD_502062,USR_HFT_004,BTC,SELL,LIMIT,,,0.0056,FILLED,2026-08-30 03:09:53.000000
ORD_501906,USR_HFT_004,BTC,SELL,LIMIT,,,0.0114,FILLED,2026-08-30 03:24:30.000000
ORD_500626,USR_SYS_005,BTC,SELL,MARKET,,,0.0491,FILLED,2026-08-30 03:30:00.000000
ORD_500562,USR_SYS_004,BTC,SELL,MARKET,,,0.0473,FILLED,2026-08-30 03:30:00.000000
ORD_502313,USR_HFT_005,BTC,SELL,LIMIT,,,0.0031,FILLED,2026-08-30 04:02:38.000000
ORD_500685,USR_SYS_006,BTC,BUY,LIMIT,6577187.25,7615690.5,0.0463,FILLED,2026-08-30 04:45:00.000000
ORD_500630,USR_SYS_005,BTC,SELL,MARKET,,,0.0415,FILLED,2026-08-30 05:30:00.000000
ORD_500744,USR_SYS_007,BTC,SELL,MARKET,,,0.0269,FILLED,2026-08-30 05:30:00.000000
ORD_500170,USR_RET_006,BTC,BUY,MARKET,,,0.0384,FILLED,2026-08-30 05:34:00.000000
ORD_500381,USR_RET_015,BTC,BUY,MARKET,,,0.1134,FILLED,2026-08-30 05:49:00.000000
ORD_500242,USR_RET_009,BTC,SELL,MARKET,,,0.0175,FILLED,2026-08-30 05:55:00.000000
ORD_500314,USR_RET_012,BTC,SELL,MARKET,,,0.0372,FILLED,2026-08-30 05:57:00.000000
ORD_502235,USR_HFT_004,BTC,BUY,LIMIT,,,0.0078,FILLED,2026-08-30 06:24:24.000000
ORD_500948,USR_HFT_001,BTC,SELL,LIMIT,,,0.0056,FILLED,2026-08-30 06:57:14.000000
ORD_501055,USR_HFT_001,BTC,BUY,LIMIT,,,0.0071,FILLED,2026-08-30 07:02:59.000000
ORD_500318,USR_RET_012,BTC,SELL,MARKET,,,0.0248,FILLED,2026-08-30 07:39:00.000000
ORD_501069,USR_HFT_001,BTC,BUY,LIMIT,,,0.0124,FILLED,2026-08-30 07:50:19.000000
ORD_501969,USR_HFT_004,BTC,SELL,LIMIT,,,0.0043,FILLED,2026-08-30 08:07:06.000000
ORD_501870,USR_HFT_003,BTC,BUY,LIMIT,,,0.0139,FILLED,2026-08-30 08:10:51.000000
ORD_500814,USR_SYS_009,BTC,SELL,MARKET,,,0.0365,FILLED,2026-08-30 08:30:00.000000
ORD_500677,USR_SYS_006,BTC,BUY,LIMIT,6570013.971,7607384.598,0.0367,FILLED,2026-08-30 08:45:00.000000
ORD_501532,USR_HFT_003,BTC,BUY,LIMIT,,,0.0079,FILLED,2026-08-30 08:51:18.000000
ORD_502091,USR_HFT_004,BTC,SELL,LIMIT,,,0.0102,FILLED,2026-08-30 08:51:32.000000
ORD_502351,USR_HFT_005,BTC,SELL,LIMIT,,,0.0086,FILLED,2026-08-30 08:59:12.000000
ORD_500790,USR_SYS_009,BTC,SELL,MARKET,,,0.0469,FILLED,2026-08-30 09:30:00.000000
ORD_500470,USR_SYS_002,BTC,SELL,MARKET,,,0.0472,FILLED,2026-08-30 09:30:00.000000
ORD_501146,USR_HFT_001,BTC,BUY,LIMIT,,,0.0143,FILLED,2026-08-30 09:32:40.000000
ORD_501797,USR_HFT_003,BTC,SELL,LIMIT,,,0.0065,FILLED,2026-08-30 09:35:40.000000
ORD_500633,USR_SYS_005,BTC,BUY,LIMIT,6567077.2312,7603984.1625,0.0384,FILLED,2026-08-30 09:45:00.000000
ORD_502386,USR_HFT_005,BTC,SELL,LIMIT,,,0.004,FILLED,2026-08-30 09:51:24.000000
ORD_501570,USR_HFT_003,BTC,SELL,LIMIT,,,0.0068,FILLED,2026-08-30 10:21:17.000000
ORD_500345,USR_RET_013,BTC,SELL,MARKET,,,0.017,FILLED,2026-08-30 10:50:00.000000
ORD_500102,USR_RET_004,BTC,BUY,MARKET,,,0.0882,FILLED,2026-08-30 11:36:00.000000
ORD_500609,USR_SYS_005,BTC,BUY,LIMIT,6581419.5855,7620591.099,0.0597,FILLED,2026-08-30 11:45:00.000000
ORD_501826,USR_HFT_003,BTC,BUY,LIMIT,,,0.0073,FILLED,2026-08-30 12:07:52.000000
ORD_501629,USR_HFT_003,BTC,BUY,LIMIT,,,0.0067,FILLED,2026-08-30 12:25:50.000000
ORD_500412,USR_SYS_001,BTC,SELL,MARKET,,,0.0447,FILLED,2026-08-30 12:30:00.000000
ORD_500081,USR_RET_003,BTC,BUY,MARKET,,,0.0229,FILLED,2026-08-30 12:37:00.000000
ORD_501051,USR_HFT_001,BTC,BUY,LIMIT,,,0.0043,FILLED,2026-08-30 12:42:16.000000
ORD_500725,USR_SYS_007,BTC,BUY,LIMIT,6567770.85,7604787.3,0.055,FILLED,2026-08-30 12:45:00.000000
ORD_501245,USR_HFT_002,BTC,BUY,LIMIT,,,0.0067,FILLED,2026-08-30 12:49:25.000000
ORD_500818,USR_SYS_009,BTC,SELL,MARKET,,,0.047,FILLED,2026-08-30 13:30:00.000000
ORD_502088,USR_HFT_004,BTC,BUY,LIMIT,,,0.0142,FILLED,2026-08-30 13:53:48.000000
ORD_500104,USR_RET_004,BTC,BUY,MARKET,,,0.0054,FILLED,2026-08-30 14:14:00.000000
ORD_501847,USR_HFT_003,BTC,BUY,LIMIT,,,0.0045,FILLED,2026-08-30 14:30:42.000000
ORD_500205,USR_RET_008,BTC,BUY,MARKET,,,0.036,FILLED,2026-08-30 15:13:00.000000
ORD_502521,USR_HFT_005,BTC,SELL,LIMIT,,,0.0024,FILLED,2026-08-30 15:17:15.000000
ORD_501814,USR_HFT_003,BTC,BUY,LIMIT,,,0.0071,FILLED,2026-08-30 16:09:23.000000
ORD_500304,USR_RET_011,BTC,BUY,MARKET,,,0.008,FILLED,2026-08-30 16:43:00.000000
ORD_500334,USR_RET_013,BTC,SELL,MARKET,,,0.0336,FILLED,2026-08-30 16:43:00.000000
ORD_502478,USR_HFT_005,BTC,BUY,LIMIT,,,0.0117,FILLED,2026-08-30 17:22:06.000000
ORD_500730,USR_SYS_007,BTC,SELL,MARKET,,,0.0435,FILLED,2026-08-30 17:30:00.000000
ORD_500252,USR_RET_010,BTC,BUY,MARKET,,,0.0332,FILLED,2026-08-30 17:42:00.000000
ORD_500804,USR_SYS_009,BTC,SELL,MARKET,,,0.0597,FILLED,2026-08-30 18:30:00.000000
ORD_500798,USR_SYS_009,BTC,SELL,MARKET,,,0.0421,FILLED,2026-08-30 19:30:00.000000
ORD_500452,USR_SYS_001,BTC,SELL,MARKET,,,0.0276,FILLED,2026-08-30 19:30:00.000000
ORD_500927,USR_HFT_001,BTC,SELL,LIMIT,,,0.0113,FILLED,2026-08-30 19:36:05.000000
ORD_501611,USR_HFT_003,BTC,BUY,LIMIT,,,0.0147,FILLED,2026-08-30 20:08:33.000000
ORD_501699,USR_HFT_003,BTC,SELL,LIMIT,,,0.0065,FILLED,2026-08-30 20:43:02.000000
ORD_500761,USR_SYS_008,BTC,BUY,LIMIT,6627096.6922,7673480.3805,0.0372,FILLED,2026-08-30 20:45:00.000000
ORD_502104,USR_HFT_004,BTC,SELL,LIMIT,,,0.0113,FILLED,2026-08-30 20:45:04.000000
ORD_501640,USR_HFT_003,BTC,BUY,LIMIT,,,0.0043,FILLED,2026-08-30 21:17:05.000000
ORD_500768,USR_SYS_008,BTC,SELL,MARKET,,,0.0363,FILLED,2026-08-30 21:30:00.000000
ORD_500438,USR_SYS_001,BTC,SELL,MARKET,,,0.0272,FILLED,2026-08-30 21:30:00.000000
ORD_500249,USR_RET_010,BTC,BUY,MARKET,,,0.0463,FILLED,2026-08-30 23:45:00.000000
ORD_500541,USR_SYS_003,BTC,BUY,LIMIT,6645009.7117,7694221.7715,0.0501,FILLED,2026-08-30 23:45:00.000000
ORD_501104,USR_HFT_001,BTC,BUY,LIMIT,,,0.0063,FILLED,2026-08-30 23:58:09.000000
ORD_501648,USR_HFT_003,BTC,SELL,LIMIT,,,0.0081,FILLED,2026-08-31 00:04:39.000000
ORD_500352,USR_RET_013,BTC,BUY,MARKET,,,0.0287,FILLED,2026-08-31 00:06:00.000000
ORD_502411,USR_HFT_005,BTC,SELL,LIMIT,,,0.0056,FILLED,2026-08-31 00:22:56.000000
ORD_500866,USR_SYS_010,BTC,SELL,MARKET,,,0.0421,FILLED,2026-08-31 00:30:00.000000
ORD_500409,USR_RET_015,BTC,SELL,MARKET,,,0.0083,FILLED,2026-08-31 01:32:00.000000
ORD_501677,USR_HFT_003,BTC,BUY,LIMIT,,,0.0044,FILLED,2026-08-31 01:33:21.000000
ORD_500649,USR_SYS_006,BTC,BUY,LIMIT,6612750.975,7656869.55,0.0383,FILLED,2026-08-31 02:45:00.000000
ORD_500651,USR_SYS_006,BTC,BUY,LIMIT,6612750.975,7656869.55,0.0453,FILLED,2026-08-31 02:45:00.000000
ORD_501934,USR_HFT_004,BTC,SELL,LIMIT,,,0.0098,FILLED,2026-08-31 02:56:17.000000
ORD_500176,USR_RET_007,BTC,SELL,MARKET,,,0.0395,FILLED,2026-08-31 02:57:00.000000
ORD_502039,USR_HFT_004,BTC,SELL,LIMIT,,,0.003,FILLED,2026-08-31 03:01:12.000000
ORD_502518,USR_HFT_005,BTC,BUY,LIMIT,,,0.0139,FILLED,2026-08-31 03:16:19.000000
ORD_500095,USR_RET_004,BTC,SELL,MARKET,,,0.0284,FILLED,2026-08-31 03:20:00.000000
ORD_501843,USR_HFT_003,BTC,SELL,LIMIT,,,0.0047,FILLED,2026-08-31 03:31:43.000000
ORD_501433,USR_HFT_002,BTC,SELL,LIMIT,,,0.0137,FILLED,2026-08-31 03:37:27.000000
ORD_502459,USR_HFT_005,BTC,BUY,LIMIT,,,0.0122,FILLED,2026-08-31 03:43:58.000000
ORD_500508,USR_SYS_003,BTC,SELL,MARKET,,,0.0241,FILLED,2026-08-31 04:30:00.000000
ORD_500108,USR_RET_005,BTC,BUY,MARKET,,,0.1022,FILLED,2026-08-31 04:35:00.000000
ORD_501303,USR_HFT_002,BTC,SELL,LIMIT,,,0.0043,FILLED,2026-08-31 05:45:42.000000
ORD_501410,USR_HFT_002,BTC,SELL,LIMIT,,,0.014,FILLED,2026-08-31 05:53:54.000000
ORD_500911,USR_HFT_001,BTC,SELL,LIMIT,,,0.0136,FILLED,2026-08-31 05:58:33.000000
ORD_500045,USR_RET_002,BTC,BUY,MARKET,,,0.005,FILLED,2026-08-31 06:18:00.000000
ORD_502114,USR_HFT_004,BTC,BUY,LIMIT,,,0.0044,FILLED,2026-08-31 06:41:54.000000
ORD_502080,USR_HFT_004,BTC,BUY,LIMIT,,,0.0057,FILLED,2026-08-31 06:51:21.000000
ORD_500250,USR_RET_010,BTC,BUY,MARKET,,,0.0286,FILLED,2026-08-31 07:00:00.000000
ORD_500306,USR_RET_012,BTC,SELL,MARKET,,,0.0279,FILLED,2026-08-31 07:18:00.000000
ORD_501380,USR_HFT_002,BTC,SELL,LIMIT,,,0.0027,FILLED,2026-08-31 07:30:35.000000
ORD_501136,USR_HFT_001,BTC,SELL,LIMIT,,,0.0132,FILLED,2026-08-31 07:37:37.000000
ORD_501501,USR_HFT_003,BTC,SELL,LIMIT,,,0.0035,FILLED,2026-08-31 07:50:22.000000
ORD_501394,USR_HFT_002,BTC,BUY,LIMIT,,,0.0073,FILLED,2026-08-31 07:56:11.000000
ORD_502284,USR_HFT_005,BTC,SELL,LIMIT,,,0.0055,FILLED,2026-08-31 08:10:35.000000
ORD_502156,USR_HFT_004,BTC,SELL,LIMIT,,,0.0122,FILLED,2026-08-31 08:12:19.000000
ORD_500773,USR_SYS_008,BTC,BUY,LIMIT,6537395.3932,7569615.7185,0.0567,FILLED,2026-08-31 08:45:00.000000
ORD_501920,USR_HFT_004,BTC,SELL,LIMIT,,,0.0109,FILLED,2026-08-31 08:59:00.000000
ORD_501333,USR_HFT_002,BTC,SELL,LIMIT,,,0.0044,FILLED,2026-08-31 09:27:32.000000
ORD_500414,USR_SYS_001,BTC,SELL,MARKET,,,0.044,FILLED,2026-08-31 09:30:00.000000
ORD_500617,USR_SYS_005,BTC,BUY,LIMIT,6526093.191,7556528.958,0.0322,FILLED,2026-08-31 09:45:00.000000
ORD_502274,USR_HFT_005,BTC,BUY,LIMIT,,,0.0127,FILLED,2026-08-31 09:53:17.000000
ORD_502275,USR_HFT_005,BTC,SELL,LIMIT,,,0.0127,FILLED,2026-08-31 09:53:18.110995
ORD_500167,USR_RET_006,BTC,BUY,MARKET,,,0.0116,FILLED,2026-08-31 10:04:00.000000
ORD_501127,USR_HFT_001,BTC,BUY,LIMIT,,,0.0065,FILLED,2026-08-31 10:09:24.000000
ORD_501235,USR_HFT_002,BTC,BUY,LIMIT,,,0.0147,FILLED,2026-08-31 10:33:23.000000
ORD_501042,USR_HFT_001,BTC,SELL,LIMIT,,,0.0029,FILLED,2026-08-31 10:35:21.000000
ORD_500403,USR_RET_015,BTC,SELL,MARKET,,,0.0237,FILLED,2026-08-31 10:42:00.000000
ORD_502135,USR_HFT_004,BTC,SELL,LIMIT,,,0.0041,FILLED,2026-08-31 10:59:13.000000
ORD_500670,USR_SYS_006,BTC,SELL,MARKET,,,0.0381,FILLED,2026-08-31 11:30:00.000000
ORD_500524,USR_SYS_003,BTC,SELL,MARKET,,,0.0355,FILLED,2026-08-31 11:30:00.000000
ORD_502034,USR_HFT_004,BTC,BUY,LIMIT,,,0.013,FILLED,2026-08-31 11:36:29.000000
ORD_502217,USR_HFT_004,BTC,SELL,LIMIT,,,0.0045,FILLED,2026-08-31 12:01:46.000000
ORD_501822,USR_HFT_003,BTC,BUY,LIMIT,,,0.0037,FILLED,2026-08-31 12:06:56.000000
ORD_502316,USR_HFT_005,BTC,BUY,LIMIT,,,0.012,FILLED,2026-08-31 12:10:21.000000
ORD_500697,USR_SYS_007,BTC,BUY,LIMIT,6574329.5407,7612381.5735,0.0437,FILLED,2026-08-31 12:45:00.000000
ORD_501386,USR_HFT_002,BTC,BUY,LIMIT,,,0.0073,FILLED,2026-08-31 12:56:17.000000
ORD_502205,USR_HFT_004,BTC,SELL,LIMIT,,,0.0057,FILLED,2026-08-31 13:13:12.000000
ORD_502416,USR_HFT_005,BTC,SELL,LIMIT,,,0.0066,FILLED,2026-08-31 13:20:37.000000
ORD_502178,USR_HFT_004,BTC,SELL,LIMIT,,,0.0112,FILLED,2026-08-31 13:34:34.000000
ORD_500657,USR_SYS_006,BTC,BUY,LIMIT,6598273.26,7640105.88,0.0413,FILLED,2026-08-31 13:45:00.000000
ORD_502010,USR_HFT_004,BTC,SELL,LIMIT,,,0.0116,FILLED,2026-08-31 13:46:32.000000
ORD_500144,USR_RET_006,BTC,SELL,MARKET,,,0.0177,FILLED,2026-08-31 14:00:00.000000
ORD_501028,USR_HFT_001,BTC,BUY,LIMIT,,,0.0081,FILLED,2026-08-31 14:35:30.000000
ORD_500940,USR_HFT_001,BTC,BUY,LIMIT,,,0.0038,FILLED,2026-08-31 15:17:12.000000
ORD_500154,USR_RET_006,BTC,BUY,MARKET,,,0.0075,FILLED,2026-08-31 15:31:00.000000
ORD_500471,USR_SYS_002,BTC,BUY,LIMIT,6617544.0907,7662419.4735,0.0596,FILLED,2026-08-31 15:45:00.000000
ORD_500759,USR_SYS_008,BTC,BUY,LIMIT,6617544.0907,7662419.4735,0.0518,FILLED,2026-08-31 15:45:00.000000
ORD_501986,USR_HFT_004,BTC,SELL,LIMIT,,,0.008,FILLED,2026-08-31 16:02:30.000000
ORD_500090,USR_RET_004,BTC,SELL,MARKET,,,0.0136,FILLED,2026-08-31 16:15:00.000000
ORD_501139,USR_HFT_001,BTC,SELL,LIMIT,,,0.0125,FILLED,2026-08-31 16:57:12.000000
ORD_501957,USR_HFT_004,BTC,SELL,LIMIT,,,0.0144,FILLED,2026-08-31 17:03:30.000000
ORD_502250,USR_HFT_005,BTC,SELL,LIMIT,,,0.0069,FILLED,2026-08-31 17:17:49.000000
ORD_502259,USR_HFT_005,BTC,SELL,LIMIT,,,0.0042,FILLED,2026-08-31 17:21:36.000000
ORD_500681,USR_SYS_006,BTC,BUY,LIMIT,6551997.5392,7586523.4665,0.0518,FILLED,2026-08-31 17:45:00.000000
ORD_500715,USR_SYS_007,BTC,BUY,LIMIT,6551997.5392,7586523.4665,0.0577,FILLED,2026-08-31 17:45:00.000000
ORD_502191,USR_HFT_004,BTC,SELL,LIMIT,,,0.0021,FILLED,2026-08-31 18:00:55.000000
